File,mean_Q_after_max,average_after_max_p,total_Q,max_pressure,Cd_eff_i,Cd_eff_o,Cd_eff,CD,max_Re,avg_Re,max_Web,avg_Web,max_Web_rel,avg_web_rel,max_Web_i,avg_Web_i,max_Web_o,avg_Web_o,max_Q_outer,avg_Q_outer,max_Q_inner,avg_Q_inner,max_v_outer,avg_v_outer,max_v_inner,avg_v_inner,max_v_rel,avg_v_rel,max_v,avg_v,max_TMR,avg_TMR
1_1_2_1_88bar.lvm,0.957045734123804,6.43379399604751,2.78853414469109,10.632106400377,0.255472480258924,0.574932192086159,0.319412493012015,0.314258278018516,36137.2770165655,27813.0417619017,4180.41877340428,2482.74442964556,8407.614279986,5020.44129091682,2651.02773388493,1583.00900295152,13426.3905480119,8017.30470148619,0.447316501392514,0.344276978265812,0.794317417883384,0.611346104070576,24.0492742684147,18.5095149605275,10.6863519391489,8.22474677961153,19.0308736951144,14.6471048331908,13.4193732316849,10.2985568465284,0.349192701903724,0.349192701903723
1_1_2_2_88bar.lvm,1.01996854576858,7.23191806304798,2.9764144891377,10.602380373494,0.255472480258924,0.574932192086159,0.319412493012015,0.31179596707243,35418.1834550004,29658.459398305,3980.49811293296,2812.16058191836,8076.33817559301,5694.34217717149,2546.57216407963,1795.49852493203,12897.3650469976,9093.47877277357,0.438415376496309,0.367120032000756,0.778511342047146,0.651909408582766,23.5707191664682,19.7376361290729,10.4737048469914,8.77046532747772,18.6521794526333,15.6189519908234,13.0945641782631,10.9756552646728,0.349192701903724,0.349192701903724
